sample-id	forward-absolute-filepath	reverse-absolute-filepath
3C5_1D	/mnt/run1/seqs/raw1/Fwd_09-Rev_05_R1.fastq	/mnt/run1/seqs/raw1/Fwd_09-Rev_05_R2.fastq
3C6_1D	/mnt/run1/seqs/raw1/Fwd_09-Rev_06_R1.fastq	/mnt/run1/seqs/raw1/Fwd_09-Rev_06_R2.fastq
3N1_1D	/mnt/run1/seqs/raw1/Fwd_09-Rev_07_R1.fastq	/mnt/run1/seqs/raw1/Fwd_09-Rev_07_R2.fastq
3N2_1D	/mnt/run1/seqs/raw1/Fwd_09-Rev_08_R1.fastq	/mnt/run1/seqs/raw1/Fwd_09-Rev_08_R2.fastq
3N3_1D	/mnt/run1/seqs/raw1/Fwd_09-Rev_09_R1.fastq	/mnt/run1/seqs/raw1/Fwd_09-Rev_09_R2.fastq
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
